ID	User	FollowersCount	Tweet	CreatedAt	RetweetCount	Truncated	Language	PossiblySensitive	IsLocationAvailable	Retweeted	ScreenNameResponse	UserIDResponse	FriendsCount	ListedCount	UserFavouritesCount	StatusesCount	UserLocation	UserCreatedAt	UserActiveDays	FavoriteCount	EntitiesUrls	EntitiesUrlsCount	EntitiesHashtags	EntitiesHashtagsCount	EntitiesMentions	EntitiesMentionsCount	EntitiesMentionIds	InReplyToScreenName	Source	UserProfileImage	NumCharacters	NumWords	RetweetedUser	RetweetedUserScreenNameResponse	RetweetedUserFollowersCount	RetweetedUserListedCount	RetweetedUserStatusesCount	RetweetedUserLocation	RetweetedUserCreatedAt	Label
577064491541794816	Raymond Wand	375	"Cyclone Pam: Vanuatu death toll rises as Australia pledges $5m in aid – rolling report" http://t.co/9kvtVpUOwH	15-3-2015 11:11:10	0	False	en	False	False	False	Rayfuz	213727247	900	198	34	235950	Null	9-11-2010 17:01:52	1586	0	http://t.co/9kvtVpUOwH	1	Null	0	Null	0	Null	Null	<a href="http://www.apple.com" rel="nofollow">iOS</a>	Null	111	16	Null	Null	Null	Null	Null	Null	Null	injured_or_dead_people
577838164255047680	heather g.	499	RT @cnni: Death toll rises to 24 after ‘monster’ cyclone Pam batters Vanuatu: http://t.co/DTUlGi6EET http://t.co/IleZlHbqAE	17-3-2015 14:25:28	114	False	en	False	False	True	YOwhatupwitcha	475094195	1844	4	4055	3327	Vero Beach, FL	26-1-2012 17:42:11	1145	0	http://t.co/DTUlGi6EET	1	Null	0	cnni	1	2097571	Null	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	Null	123	15	CNN International	cnni	9245163	39368	210427	Everywhere	24-3-2007 10:48:14	injured_or_dead_people
577035370090643456	Hansell Oro	7704	Devastating tropical cyclone damage 90% of housing in Vanuatu Capital @telesurenglish @ReyGomeztlSUR @tatianateleSUR http://t.co/K2Rs9ZGov0	15-3-2015 09:15:27	1	False	en	False	False	False	HansellteleSUR	1695346099	2336	132	5258	36252	Moscú, Rusia	24-8-2013 02:21:40	568	0	Null	0	Null	0	telesurenglish,tatianateleSUR	2	296005306,263184273	Null	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Null	139	14	Null	Null	Null	Null	Null	Null	Null	infrastructure_and_utilities_damage
577254904516849665	Narelle Huett (Rel)	445	RT @zdaniel: Finally on plane, about to depart for #Vanuatu #CyclonePam	15-3-2015 23:47:48	5	False	en	False	False	True	NarelleHuett	502434651	1020	60	22929	33489	Leinster, Western Australia	25-2-2012 03:38:24	1114	0	Null	0	Vanuatu,CyclonePam	2	zdaniel	1	135890983	Null	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	Null	71	11	Zoe Daniel	zdaniel	27828	810	41634	Washington, DC	22-4-2010 13:45:47	other_useful_information
576956620376129536	NuttZ	98	RT @AucklandCity_FC: VANUATU | @vanuafoot @HIResortVanuatu @V4NU4TU Thoughts with all our great friends in Vanuatu at this difficult time h…	15-3-2015 04:02:32	16	False	en	False	False	True	blairsnz	248098021	355	2	557	2186	Null	6-2-2011 07:12:18	1497	0	Null	0	Null	0	AucklandCity_FC,vanuafoot,HIResortVanuatu,V4NU4TU	4	389255218,97580353,479182239,46834388	Null	<a href="http://twitter.com/#!/download/ipad" rel="nofollow">Twitter for iPad</a>	Null	140	20	Auckland City FC	AucklandCity_FC	9615	125	26806	Kiwitea Street, Auckland	12-10-2011 03:23:14	not_related_or_irrelevant
580301827486384128	cosmeticsnewsuk	4	New post: Zoe Marshall spotted; Canberra teen volunteering in Vanuatu seen by helicopter ... https://t.co/7tm6xKFlCk	24-3-2015 09:35:11	0	False	en	False	False	False	cosmeticsnewsuk	1444157634	14	0	0	48782	uk	20-5-2013 16:20:32	672	0	https://t.co/7tm6xKFlCk	1	Null	0	Null	0	Null	Null	<a href="http://www.volunteernewswire.co.uk" rel="nofollow">volunteerfeeder</a>	Null	116	15	Null	Null	Null	Null	Null	Null	Null	donation_needs_or_offers_or_volunteering_services
579201895262072832	Capt. Mark Esher	791	Cyclone Pam disaster: South Pacific cruise ship doubles as humanitarian mission http://t.co/zsGbrTw3Zy	21-3-2015 08:44:27	0	False	en	False	False	False	CruiseNavyFL	2200630458	271	118	51621	67122	Estero, Florida	18-11-2013 04:13:14	488	0	http://t.co/zsGbrTw3Zy	1	Null	0	Null	0	Null	Null	<a href="http://mobile.twitter.com" rel="nofollow">Mobile Web</a>	Null	102	12	Null	Null	Null	Null	Null	Null	Null	donation_needs_or_offers_or_volunteering_services
577152386772262912	All4NeutralNet	81	Hey @RepGuthrie @RepPhilGingrey, Pam G. of MN sez fast lanes hurt innovation. Support #NetNeutrality	15-3-2015 17:00:26	0	False	en	False	False	False	All4NeutralNet	2882920625	10	40	0	724331	Everywhere, USA	18-11-2014 18:06:35	116	0	Null	0	NetNeutrality	1	RepGuthrie,RepPhilGingrey	2	1908143071,434804652	Null	<a href="http://demandprogress.org" rel="nofollow">All4NetNeutrality</a>	Null	100	14	Null	Null	Null	Null	Null	Null	Null	other_useful_information
578499612719374336	757Live Nigeria	312	#South Pacific's Vanuatu provides lessons in cyclone survival - swissinfo.ch http://t.co/8KN1henv4J	19-3-2015 10:13:50	0	False	en	False	False	False	757LiveNG	2417739657	80	37	0	48589	Nigeria	17-3-2014 14:31:59	366	0	http://t.co/8KN1henv4J	1	South	1	Null	0	Null	Null	<a href="https://ifttt.com" rel="nofollow">IFTTT</a>	Null	99	11	Null	Null	Null	Null	Null	Null	Null	other_useful_information
576665677316034560	BW Breaking News	21837	Carnarvon plantations destroyed in cyclone - http://t.co/0H3Hq4Jn6z |Your PR here http://t.co/dbuCg2wuXY	14-3-2015 08:46:26	0	False	en	False	False	False	BWBreaking	1634763686	1033	215	0	494773	Swiss	31-7-2013 06:23:35	591	0	http://t.co/0H3Hq4Jn6z,http://t.co/dbuCg2wuXY	2	Null	0	Null	0	Null	Null	<a href="http://news.bridgewardag.com" rel="nofollow">News BridgeWard</a>	Null	104	11	Null	Null	Null	Null	Null	Null	Null	infrastructure_and_utilities_damage
578594522914955264	Somerset Guardian	4022	Rotarians on stand-by to sent water aid to Vanuatu http://t.co/mIrRXs5Y0x	19-3-2015 16:30:58	0	False	en	False	False	False	SomGuardian	304956572	0	74	24	23695	Midsomer Norton	25-5-2011 11:53:36	1394	0	http://t.co/mIrRXs5Y0x	1	Null	0	Null	0	Null	Null	<a href="http://twitterfeed.com" rel="nofollow">twitterfeed</a>	Null	73	10	Null	Null	Null	Null	Null	Null	Null	donation_needs_or_offers_or_volunteering_services
578456671120269312	Dr. Michelle N Rooney	1009	RT @SaveChildrenNZ: Teachers at Central School in Vanuatu, lay out books to dry in the sun after #CyclonePam building damage http://t.co/hZ…	19-3-2015 07:23:12	117	False	en	False	False	True	mnrooney	634977178	856	22	2832	2688	Null	14-7-2012 00:19:20	978	0	Null	0	CyclonePam	1	SaveChildrenNZ	1	36216867	Null	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	Null	140	21	Save the Children NZ	SaveChildrenNZ	3778	148	8051	New Zealand	28-4-2009 23:49:04	infrastructure_and_utilities_damage
581305362931793920	Ej Grant	1147	@Tyesha_Shantel @Lo_okItsKristen yeen talking to me Pam	27-3-2015 04:02:53	0	False	en	False	False	False	DREAMCHASER_95	319949927	1185	4	2068	27340	Atlanta, GA	19-6-2011 01:39:18	1377	0	Null	0	Null	0	Tyesha_Shantel,Lo_okItsKristen	2	451880235,166854909	Tyesha_Shantel	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	Null	55	7	Null	Null	Null	Null	Null	Null	Null	not_related_or_irrelevant
577888170903224320	ORO COHEN	251	RT @algore: "Monster” Cyclone Pam hits Vanuatu, whose President says climate crisis is the culprit: http://t.co/dkT2WLm3Oa	17-3-2015 17:44:11	82	False	en	False	False	True	OroCohen	2879375981	86	214	29666	24537	Null	16-11-2014 10:13:47	121	0	http://t.co/dkT2WLm3Oa	1	Null	0	algore	1	17220934	Null	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	Null	122	16	Al Gore	algore	3078694	38663	2705	Nashville, TN	6-11-2008 22:21:18	other_useful_information
576580169600651264	Azza Nagas	1804	Thinking of my South Sea family &amp; friends  in Vanuatu, who are going to need help recovering from #CyclonePam	14-3-2015 03:06:39	1	False	en	False	False	False	azzanagas7	261941472	1400	34	8682	50103	Gubbi Gubbi land (Sunny Coast)	7-3-2011 01:11:14	1468	1	Null	0	CyclonePam	1	Null	0	Null	Null	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	Null	113	20	Null	Null	Null	Null	Null	Null	Null	donation_needs_or_offers_or_volunteering_services
576740283255246848	Champs Libres	480	A tropical cyclone which smashed into Vanuatu left "complete devastation", with fears that dozens may have died... http://t.co/YfXtC7IbeH	14-3-2015 13:42:53	0	False	en	False	False	False	ChampsLibres4HR	2355269306	808	80	0	429247	Null	21-2-2014 19:57:32	385	0	http://t.co/YfXtC7IbeH	1	Null	0	Null	0	Null	Null	<a href="http://www.facebook.com/twitter" rel="nofollow">Facebook</a>	Null	137	18	Null	Null	Null	Null	Null	Null	Null	injured_or_dead_people
576275275463405568	Justin Lilburne	2440	Cyclone Nathan moves away from coast as heavy rain continues http://t.co/dKtboGgy13	13-3-2015 06:55:07	0	False	en	False	False	False	LilburneJ	2896048525	4397	82	5	1962	Australia	10-11-2014 23:32:57	122	0	http://t.co/dKtboGgy13	1	Null	0	Null	0	Null	Null	<a href="http://www.hootsuite.com" rel="nofollow">Hootsuite</a>	Null	83	11	Null	Null	Null	Null	Null	Null	Null	other_useful_information
577839638120833025	mairyl	2725	i fell asleep at 10:30 last night bc pam told me to take a NAP	17-3-2015 14:31:20	0	False	en	False	False	False	notmairyl	35664773	215	22	21449	128954	southern california	27-4-2009 04:00:59	2150	0	Null	0	Null	0	Null	0	Null	Null	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	Null	62	15	Null	Null	Null	Null	Null	Null	Null	not_related_or_irrelevant
577606502636191744	lily	305	RT @Grace_Gibson_: i want to have a relationship like Pam and Jim from the office	16-3-2015 23:04:56	4	False	en	False	False	True	lilyhayesss	2895237441	266	1	9276	1843	Buffalo, NY	27-11-2014 23:00:06	109	0	Null	0	Null	0	Grace_Gibson_	1	2992558833	Null	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	Null	81	15	Grace Gibson	Grace_Gibson_	323	0	494	Amherst	22-1-2015 17:46:32	not_related_or_irrelevant
577468624153239552	247 Bulletin News UK	2059	Ocean Race to resume on Wednesday after cyclone - http://t.co/80piGJuJNR	16-3-2015 13:57:03	0	False	en	False	False	False	247bulletin_uk	2814410712	182	28	1	104313	London, UK	17-9-2014 07:38:14	180	0	http://t.co/80piGJuJNR	1	Null	0	Null	0	Null	Null	<a href="http://www.247bulletin.co.uk" rel="nofollow">247 bulletin UK autopost </a>	Null	72	10	Null	Null	Null	Null	Null	Null	Null	not_related_or_irrelevant
577233957198020608	Stuff	186735	VIDEO: Mega swells from #TCPam at Mt Maunganui: "It's just incredible to watch" http://t.co/A6o99iBqMP http://t.co/5Kb5I6viZG	15-3-2015 22:24:34	15	False	en	False	False	False	NZStuff	15577108	787	1678	229	285207	New Zealand	24-7-2008 03:59:45	2425	10	http://t.co/A6o99iBqMP	1	TCPam	1	Null	0	Null	Null	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Null	125	15	Null	Null	Null	Null	Null	Null	Null	other_useful_information
576648352441462784	Global's Newsroom	6048	The UN's preparing to send emergency response teams to  the South Pacific's Vanuatu islands after a cyclone hit.	14-3-2015 07:37:35	0	False	en	False	False	False	GlobalsNewsroom	2985942701	175	216	49	76235	UK	19-1-2015 15:49:39	53	0	Null	0	Null	0	Null	0	Null	Null	<a href="https://about.twitter.com/products/tweetdeck" rel="nofollow">TweetDeck</a>	Null	112	19	Null	Null	Null	Null	Null	Null	Null	donation_needs_or_offers_or_volunteering_services
576892323587567617	ITV News	2187886	Rescue workers begin relief and clean up operation in Vanuatu following #CyclonePam http://t.co/fvIoV8QGXh http://t.co/LvLd5LQsgX	14-3-2015 23:47:02	17	False	en	False	False	False	itvnews	21866939	1469	7690	529	201708	United Kingdom	25-2-2009 13:51:23	2208	8	http://t.co/fvIoV8QGXh	1	CyclonePam	1	Null	0	Null	Null	<a href="https://about.twitter.com/products/tweetdeck" rel="nofollow">TweetDeck</a>	Null	129	14	Null	Null	Null	Null	Null	Null	Null	donation_needs_or_offers_or_volunteering_services
577748399853838336	STOP THE BREXIT DISASTER CAPITALISTS	12313	RT @Oxfam: Oxfam is urgently responding to the devastating humanitarian crisis in #Vanuatu http://t.co/YeIxzXyqVy #CyclonePam	17-3-2015 08:28:47	32	False	en	False	False	True	JoRichardsKent	419927046	8886	197	64051	332542	Null	23-11-2011 23:50:48	1209	0	http://t.co/YeIxzXyqVy	1	Vanuatu,CyclonePam	2	Oxfam	1	11695472	Null	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	Null	125	15	Oxfam International	Oxfam	841486	11214	46944		31-12-2007 18:27:35	other_useful_information
577685093591998464	BHC Honiara	559	RT @JustineGreening: .@RoyalAirForceUK C-17 flight w/ shelter kits &amp; solar lanterns is on its way to help victims of #CyclonePam #Vanuatu h…	17-3-2015 04:17:13	27	False	en	False	False	True	BHCHoniara	2152073904	103	32	512	1593	Honiara, Solomon Islands	24-10-2013 02:29:08	509	0	Null	0	Null	0	JustineGreening	1	932446861	Null	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Null	144	22	Justine Greening	JustineGreening	74997	1339	3981		7-11-2012 16:38:21	donation_needs_or_offers_or_volunteering_services
579134842207490049	PWR	1	Villagers Hungry As Cyclone Destroys Vanuatu Crops https://t.co/TCZ9Ww8Mk3	21-3-2015 04:18:00	0	False	en	False	False	False	PWRJR	1602379405	202	0	4500	10116	Null	18-7-2013 02:25:35	611	0	https://t.co/TCZ9Ww8Mk3	1	Null	0	Null	0	Null	Null	<a href="https://app.net" rel="nofollow">App﹒net</a>	Null	74	8	Null	Null	Null	Null	Null	Null	Null	infrastructure_and_utilities_damage
580846208719155200	Habitat for Humanity	14701	RT @Habitat_org: Lawrence Bahor, 71, survived #CyclonePam in Vanuatu. Please read his amazing story &amp; donate: http://t.co/6GFlMes3ly http:/…	25-3-2015 21:38:22	17	False	en	False	False	True	HabitatGTA	32429017	6101	414	2536	10907	Toronto, ON Canada	17-4-2009 14:39:23	2168	0	http://t.co/6GFlMes3ly	1	CyclonePam	1	Habitat_org	1	33898911	Null	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Null	144	18	Habitat for Humanity	Habitat_org	1081677	2991	25825	More than 70 countries	21-4-2009 13:16:09	donation_needs_or_offers_or_volunteering_services
580315140525936640	🌿LNaivalulevu 罗丝🌺	1196	RT @ColinTukuitonga: Grateful to German Gov working with spc_cps to provide food for Vanuatu above existing support	24-3-2015 10:28:05	4	False	en	False	False	True	pristinefidji	437371062	1858	147	75555	24493	Fidji🇫🇯	15-12-2011 09:54:37	1195	0	Null	0	Null	0	ColinTukuitonga	1	2588852689	Null	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Null	115	17	Colin Tukuitonga	ColinTukuitonga	5056	124	9451	Noumea	26-6-2014 04:27:08	donation_needs_or_offers_or_volunteering_services
580568964801118208	dana.	1112	RT @_imTooDOPE: Martin always slaying Pam 😂😂 #Martin	25-3-2015 03:16:42	2	False	en	False	False	True	_dmarie24	73282418	1269	1	8637	31313	Raleigh, NC	11-9-2009 02:05:51	2021	0	Null	0	Martin	1	Null	0	Null	Null	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	Null	54	8	LeShae' ❣️	_kwanaaaa	1524	5	123003	Atlanta, GA	9-7-2011 20:57:08	not_related_or_irrelevant
576820329378504704	VideoGamesNews	4	NEW ! ! Cyclone RX Playstation Joystick Gamepad Adapter for MSX Computers. http://t.co/DH3C9CjkL6	14-3-2015 19:00:57	0	False	en	False	False	False	Video_GamesNews	3023163309	40	1	0	5421	Null	7-2-2015 13:27:43	35	0	http://t.co/DH3C9CjkL6	1	Null	0	Null	0	Null	Null	<a href="http://publicize.wp.com/" rel="nofollow">WordPress.com</a>	Null	97	12	Null	Null	Null	Null	Null	Null	Null	not_related_or_irrelevant
576678150018498560	Diamond Lover	15	@CarnivalOz on the 18th march, will itinerary be changed because of cyclone pam devastating Vanuatu, hope all is well in Vanuatu	14-3-2015 09:35:59	0	False	en	False	False	False	Diamondlovers1	556721990	97	0	21	246	Null	18-4-2012 09:40:17	1059	0	Null	0	Null	0	CarnivalOz	1	278941951	CarnivalOz	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Null	128	21	Null	Null	Null	Null	Null	Null	Null	sympathy_and_emotional_support
576688026602061824	ContactCard	80	RT @LS_Disasters: Cyclone #Pam slams into Pacific island chain of #Vanuatu, leaving massive damage and unknown number of dead and injured.	14-3-2015 10:15:14	0	False	en	False	False	False	ContactCard	244091227	4	173	0	92017	Null	28-1-2011 14:05:44	1505	0	Null	0	Pam,Vanuatu	2	LS_Disasters	1	79506638	Null	<a href="http://www.hootsuite.com" rel="nofollow">Hootsuite</a>	Null	138	21	Null	Null	Null	Null	Null	Null	Null	infrastructure_and_utilities_damage
577016250624147456	Clíodhna Cos	266	“@NZStuff: Cyclone Pam bears down on New Zealand http://t.co/WRvkosrGtv http://t.co/1Xu0jwJQyc” around my 5th cyclone since I've been here!	15-3-2015 07:59:29	0	False	en	False	False	False	Clio99	23793338	808	3	4711	1566	Wicklow, Ireland	11-3-2009 17:15:41	2194	0	http://t.co/WRvkosrGtv	1	Null	0	NZStuff	1	15577108	NZStuff	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	Null	139	18	Null	Null	Null	Null	Null	Null	Null	other_useful_information
577504921559289856	marcella forden	1589	RT @TheWorldPost: During #CyclonePam in Vanuato, the ocean rose as high as 26 feet above normal levels http://t.co/ol76vsgSqP http://t.co/a…	16-3-2015 16:21:17	1	False	en	False	False	True	mforden2	863580548	1918	30	18938	34638	Null	5-10-2012 19:47:04	891	0	http://t.co/ol76vsgSqP	1	CyclonePam	1	TheWorldPost	1	26566469	Null	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Null	140	19	The WorldPost	TheWorldPost	148755	2784	92549		25-3-2009 19:13:20	other_useful_information
576782365860737024	Said M. Dahir	4058	RT @AFP: #UPDATE: UNICEF New Zealand said Cyclone Pam "could have devastating results for thousands across the region" http://t.co/hRIAxWdd…	14-3-2015 16:30:06	31	False	en	False	False	True	SaidMDahir	1543436755	2106	167	62788	147776	Toronto, Ontario	24-6-2013 14:34:46	628	0	Null	0	UPDATE	1	AFP	1	380648579	Null	<a href="http://twitter.com/#!/download/ipad" rel="nofollow">Twitter for iPad</a>	Null	140	19	AFP news agency	AFP	1698629	21394	215832	France	27-9-2011 00:35:10	displaced_people_and_evacuations
576249515247734785	Bureau of Meteorology, Western Australia	73953	Destructive winds at Carnarvon as Severe Tropical Cyclone Olwyn passes just to the west. http://t.co/B1MVXBYXhh	13-3-2015 05:12:45	3	False	en	False	False	False	BOM_WA	2846147642	54	316	145	4873	Western Australia, Australia	8-10-2014 04:51:04	156	0	http://t.co/B1MVXBYXhh	1	Null	0	Null	0	Null	Null	<a href="http://www.bom.gov.au" rel="nofollow">cmss_op_bom_wa</a>	Null	111	15	Null	Null	Null	Null	Null	Null	Null	other_useful_information
578910881515360257	Cooking fans club	2910	Cooking with Pam: N.J. assemblywoman raises campaign cash with culinary ... - http://t.co/4l9c2udMVo http://t.co/qL7P5F1hM9	20-3-2015 13:28:04	0	False	en	False	False	False	Cookingfansclub	620470948	3454	58	0	32446	Canada, Mississauga 	28-6-2012 00:16:47	995	0	http://t.co/4l9c2udMVo,http://t.co/qL7P5F1hM9	2	Null	0	Null	0	Null	Null	<a href="https://dlvrit.com/" rel="nofollow">dlvr.it</a>	Null	123	14	Null	Null	Null	Null	Null	Null	Null	donation_needs_or_offers_or_volunteering_services
580437191307976706	Crishtor 🇮🇪 ☘🖖	807	Pam Ayers on the Air now bbc r 4  http://t.co/3rKja4UEQQ	24-3-2015 18:33:05	0	False	en	False	False	False	BinBlueSacked	969135283	2041	78	43418	121677	Ireland, Earth.	25-11-2012 01:16:47	849	0	http://t.co/3rKja4UEQQ	1	Null	0	Null	0	Null	Null	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	Null	56	9	Null	Null	Null	Null	Null	Null	Null	not_related_or_irrelevant
577096716416995328	JohnnyJet	121594	RT @dansaltzstein: It's been a terrible few days for the Pacific islands of Vanuatu. http://t.co/lJrNABTiyn	15-3-2015 13:19:13	1	False	en	False	False	False	JohnnyJet	14264854	529	3176	24117	73937	Los Angeles, California	31-3-2008 10:04:13	2540	1	http://t.co/lJrNABTiyn	1	Null	0	dansaltzstein	1	37104983	dansaltzstein	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	Null	107	15	Null	Null	Null	Null	Null	Null	Null	other_useful_information
579598223536472064	Prathamesh Bhosale	753	Cyclone Nathan hits Northern Territory as gale-force winds lash Arnhem Land coast http://t.co/oL5VYC0fz4	22-3-2015 10:59:19	0	False	en	False	False	False	PB_Prathamesh_B	123174284	4798	221	2116	314474	Mumbai	15-3-2010 07:07:37	1833	0	http://t.co/oL5VYC0fz4	1	Null	0	Null	0	Null	Null	<a href="https://ifttt.com" rel="nofollow">IFTTT</a>	Null	104	13	Null	Null	Null	Null	Null	Null	Null	other_useful_information
579382402704752640	Yehudith Shraga	9560	#Israeli organization sends emergency  crew to #Vanuatu after cyclone http://t.co/XtL4X5Dh5f	21-3-2015 20:41:43	0	False	en	False	False	False	Ainodmilivado	570854575	4875	68	1541	15571	Israel 	4-5-2012 13:57:35	1051	2	http://t.co/XtL4X5Dh5f	1	Israeli,Vanuatu	2	Null	0	Null	Null	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Null	92	10	Null	Null	Null	Null	Null	Null	Null	donation_needs_or_offers_or_volunteering_services
576533189939847168	Leandra Toomoth	333	I got Pam! (as if there would be another possibility) Which Lady From "The Office" Are You? http://t.co/AvckiwB98M via @buzzfeeders	13-3-2015 23:59:58	0	False	en	False	False	False	leandra0414	2988907569	925	2	5966	1524	Anderson, MO	21-1-2015 05:09:46	51	2	http://t.co/AvckiwB98M	1	Null	0	BuzzFeeders	1	1324747338	Null	<a href="http://mobile.twitter.com" rel="nofollow">Mobile Web</a>	Null	131	20	Null	Null	Null	Null	Null	Null	Null	not_related_or_irrelevant
580811008433852416	Simone Filippini	5605	RT @eu_echo: Daily Flash | #Vanuatu update, forced evictions in #Somalia, landslides in Peru + population displacement in #Syria: http://t.…	25-3-2015 19:18:30	2	False	en	False	False	True	SimoneFilippini	116385296	4791	214	10782	20480	The Hague, The Netherlands	22-2-2010 07:46:10	1857	0	Null	0	Vanuatu,Somalia,Syria	3	eu_echo	1	470099591	Null	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	Null	140	20	EU Humanitarian Aid 🇪🇺	eu_echo	76338	1394	34333	Brussels and Worldwide	21-1-2012 10:00:36	displaced_people_and_evacuations
577201337110167552	Sophie Ford	100	RT @OxfamAustralia: As another night draws close, the thousands of people affected by #CyclonePam are uppermost in our minds. Retweet this …	15-3-2015 20:14:57	52	False	en	False	False	True	sophiehford	2903273408	140	1	285	30	Null	18-11-2014 04:41:52	117	0	Null	0	CyclonePam	1	OxfamAustralia	1	13752782	Null	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	Null	140	22	Oxfam Australia	OxfamAustralia	43849	950	15317	Melbourne, Australia	21-2-2008 02:44:33	sympathy_and_emotional_support
577377386733420544	Bashir Ahmad	41	CNN reporter's grim assessment of Vanuatu http://t.co/HKN27TTBEk	16-3-2015 07:54:30	0	False	en	False	False	False	bashiroriental	2981357908	58	5	12	53946	Null	16-1-2015 16:00:18	58	0	http://t.co/HKN27TTBEk	1	Null	0	Null	0	Null	Null	<a href="http://www.apple.com" rel="nofollow">iOS</a>	Null	64	7	Null	Null	Null	Null	Null	Null	Null	other_useful_information
576559343610388480	Nicole	134	RT @AnthonyFarnell: The destructive eyewall of #CyclonePam now moving over the Vanuatu's Tanna island. Population approx 29,000. http://t.c…	14-3-2015 01:43:54	17	False	en	False	False	True	RealNicStapo	25619369	469	3	2150	1351	Null	21-3-2009 01:52:21	2183	0	Null	0	CyclonePam	1	AnthonyFarnell	1	22496608	Null	<a href="http://twitter.com/#!/download/ipad" rel="nofollow">Twitter for iPad</a>	Null	140	18	Anthony Farnell	AnthonyFarnell	16679	373	22177		2-3-2009 15:52:13	caution_and_advice
577873751150174208	Cindy Becker	2417	RT @Aline_Carr: MT @eleni_roussos A medical team &amp; field hospital from Darwin will go to #Vanuatu. Will be at main hospital. #TCPam #relief…	17-3-2015 16:46:53	2	False	en	False	False	True	cinbee	17668901	4199	264	5116	92541	San Francisco Bay Area, CA	27-11-2008 03:52:44	2301	0	Null	0	Vanuatu,TCPam	2	Aline_Carr,eleni_roussos	2	58081428,219123845	Null	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Null	144	23	Aline	Aline_Carr	1712	175	28616	Virginia Beach, VA	19-7-2009 01:11:21	donation_needs_or_offers_or_volunteering_services
578894767519637504	Prudence Mccurtain	359	Aid workers described a “grave situation” in the South Pacific nation devastated by Tropical Cyclone Pam, with food, clean water and	20-3-2015 12:24:02	0	False	en	False	False	False	zylawiceziki	2346982688	512	1	0	1642	Null	16-2-2014 15:02:35	396	0	Null	0	Null	0	Null	0	Null	Null	<a href="http://www.rodelflordeliz.com/" rel="nofollow">Usoltze Urban</a>	Null	132	21	Null	Null	Null	Null	Null	Null	Null	caution_and_advice
577444777614008321	TheStormcrow	1661	"Cyclone Pam survivor: I was afraid, I didn’t know if I’d face another day - video" http://t.co/zv63Ehxnv0	16-3-2015 12:22:18	0	False	en	False	False	False	StormcrowNews	2407442382	1082	16	53446	58620	Cascadia	23-3-2014 17:19:19	357	0	http://t.co/zv63Ehxnv0	1	Null	0	Null	0	Null	Null	<a href="https://ifttt.com" rel="nofollow">IFTTT</a>	Null	106	17	Null	Null	Null	Null	Null	Null	Null	missing_trapped_or_found_people
576724900116824065	Nostálgico❄	157	RT @STcom: UPDATE: #Cyclone Pam in Pacific devastates #Vanuatu; at least eight dead http://t.co/lmU6f8XuLJ http://t.co/FRSkEZhJ33	14-3-2015 12:41:45	19	False	en	False	False	True	didiapr27	1852144597	211	5	6864	18290	UoHull	10-9-2013 17:55:11	549	0	http://t.co/lmU6f8XuLJ	1	Cyclone,Vanuatu	2	STcom	1	37874853	Null	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Null	129	15	The Straits Times	STcom	1023120	6096	374226	Singapore	5-5-2009 06:48:23	injured_or_dead_people
577260775607279617	scott m connolly	580	Vanuatu aid effort kicks in after cyclone http://t.co/rZdFEBLhEY via @SkyNewsAust	16-3-2015 00:11:08	0	False	en	False	False	False	duoscottmcon	38858909	2127	49	29	38708	USA 01089  Massachusetts	9-5-2009 14:14:13	2136	0	http://t.co/rZdFEBLhEY	1	Null	0	SkyNewsAust	1	16834659	Null	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Null	81	10	Null	Null	Null	Null	Null	Null	Null	donation_needs_or_offers_or_volunteering_services
